"date","content","sentiment"
"2018-10-30","• BBRI Rp23.5t vs Rp20.5t
• BBCA Rp18.5t vs Rp16.8t
• BMRI Rp18.1t vs Rp15.1t
• BBNI Rp11.4t vs Rp10.1t",0
"2018-10-30","*BMRI secara Teknikal Juga Cukup Menarik.ada diarea Resistance Trend line.
Jika hari ini berhasil bergerak naik.Maka terbuka peluang untuk dilanjut Naik test Resistance inti terdekat yg… https://instagram.com/p/BpjOCdYhX-m/?utm_source=ig_twitter_share&igshid=1clo098a20ysy…",1
"2018-10-30","Masuk World’s Best Employers, Bank Mandiri Kalahkan Facebook

Jakarta, PT Bank Mandiri (Persero) Tbk (BMRI) masuk ke dalam jajaran teratas The World Best Employers 2018 atau Perusahaan… https://instagram.com/p/Bpiw4ccA-9R/?utm_source=ig_twitter_share&igshid=1fgodnngwut29…",1
"2018-10-31","#BMRI - PIC Analyst : IDX BMRI : Saatnya Memnbeli Saham Mandiri - TradingView - https://id.tradingview.com/chart/BMRI/YTZnHv8B/…",1
"2018-10-31","Chart PIC Analyst : IDX BMRI : Saatnya Memnbeli Saham Mandiri - #BMRI http://id.tradingview.com/chart/BMRI/YTZnHv8B/…",1
"2018-10-31","Ba rozhe bmri la brsan 
             BAS
Ba 12 y shaw brsit nabe",0
"2018-10-31","Terima kasih BMRI",0
"2018-10-31","Baik bu.  Saya akan rekomendasikan membeli Saham BMRI ke teman2 saya  ",0
"2018-11-01","#kafein #ASING kembali entri di market kita, dgn saham terbesar yg dibeli adalah #BMRI",1
"2018-11-01","Tapi minggu lalu ga ngerek harga BMRI sik per share nya, tapi ya baru dr 2 hari terakhir the prices surge.",0
"2018-11-01","Suasana kerja di kantor pusatnya BMRI aja ad kek ga formal2 amat, semacam feel di silicon valley, ada tempat main PS one of them nya.",0
"2018-11-01","Good news latest week, berita kece salah satu emiten banking kita BMRI.",0
"2018-11-01","IHSG ditutup menguat tipis. Dilansir dari CNBC Indonesia, ada 5 saham yang paling banyak diborong asing yaitu, BMRI, BBRI, ASII, BBCA, dan TLKM. #ihsg #marketupdate #JanganSuriahkanIndonesia",0
"2018-11-01","Top foreign net buy: BBRI, BMRI, ASII, TLKM, BBNI. Top foreign net sell: INKP, ERAA, AMRT, ITMG, MAPI. #DailyReport",-1
"2018-11-02","Diborong Asing Rp364,8 Miliar, Ini Prospek Saham BMRI  https://goo.gl/TSHKEe",0
"2018-11-02","Ihsg berpotensi bentuk pola stick sandwich candle pekan ini, dipicu aksi foreign buy, jelang FOMC, GDP CAD Q3 RI pekan depan. Blue Chip cuan berjamaah CTASaham,  PGAS HMSP ADRO BMRI UNTR EXCL INKP ERAA (hunting gaps ).

#seminarctasaham
#chartctasaham
#saham
#yuktradingsaham",1
"2018-11-02","Univ OB
BBTN +4%
-  http://obrolanbandar.com/pvkbbtn181101.png…
BMRI +3,4%
-  http://obrolanbandar.com/pvkbmri181101.png…
BBNI +3%
-  http://obrolanbandar.com/pvkbbni181101.png…",0
"2018-11-02","Harga saham 
@bankmandiri
 terkoreksi 1,04% menjadi Rp 7.150 per saham. BMRI telah diperdagangkan sebanyak 4.197 kali dengan volume 25,91 juta lembar saham. Total transaksinya Rp 187,8 miliar.

https://cnbcindonesia.com/market/20181102122315-17-40302/dilanda-profit-taking-harga-saham-bank-mandiri-turun-104?utm_source=twitter&utm_medium=oa&utm_campaign=cnbcsocmed…",1
"2018-11-02","Hari ini IHSG ditutup naik +1.21%, Saham Bank Mandiri (BMRI) sudah menembus resistance atas,apakah minggu depan akan lanjut tembus atas lagi? Lets see. https://tandhur.blogspot.com/2018/11/Saham-Perbankan-Indonesia.html?fbclid=IwAR2_xg3kbhTPSmZkDq47z7NVP6em37e0oEO5ixQAFKOEIGNdOmSagwqMg1g…",1
"2018-11-02","IHSG Naik +0.07%. IHSG  ditutup naik tipis, +0.07% ke 5,835 didorong oleh kenaikan saham sektor  aneka industri dengan saham ASII dan sektor keuangan dengan saham BMRI  dan BBRI. Investor asing juga membukukan pembelian senilai IDR 1.2  triliun.",1
"2018-11-02","[BERITA] Diborong Asing Rp364,8 Miliar, Ini Prospek Saham BMRI - PT Bank Mandiri (Persero) Tbk hingga September 2018 telah menyalurkan kredit usaha rakyat senilai Rp13,45 triliun https://ift.tt/2Qcq9ul",0
"2018-11-03","Ini 5 saham yang hot bandar pada penutupan 2 November 2018 :
BMRI
BBRI
LINK
SCMA
TLKM

Untuk konsultasi saham dg Bandarology by AMTA silahkan bergabung di Grup Telegram Free of Charge:

https://goo.gl/U4cjuF

#amta
#amtacharts
#saham
#idx
#idxchannel",0
"2018-11-05","Sahabat, yuk segera miliki kartu #mandiridebit GPN. #mandiridebit berlogo Gerbang Pembayaran Nasional (GPN) merupakan sistem pembayaran nasional yang saling interkoneksi secara domestik. Dapatkan segera di kantor cabang Bank Mandiri terdekat ya! http://bmri.co/dgpn",1
"2018-11-05","Sepanjang pekan lalu, IHSG menguat 2,1%, dana asing masuk ke BEI sekitar 4,6 triliun Rupiah. Investor asing banyak membeli saham ASII, BBRI, TLKM, BBCA, BMRI, MMLP, UNVR, GGRM dan SMGR.",0
"2018-11-05","Terakhir dtg seminar Pak 
@TungDW
 pas masih kerja di bank yg kodenya BMRI, brti dah super duper luama bgt.

Klo ingat video viral org nyebarin duit dr pesawat, Pak TDW inilah orgx.… https://instagram.com/p/BpzbLGgByos/?utm_source=ig_twitter_share&igshid=giyozikdtkxm…",0
"2018-11-05","Ini 5 saham yang hot bandar pada penutupan 5 November 2018 :
BMRI
BBRI
FIRE
HMSP
SCMA
TLKM

Untuk konsultasi saham dg Bandarology by AMTA silahkan bergabung di Grup Telegram Free of Charge:

https://goo.gl/U4cjuF

#amta
#amtacharts
#saham
#idx
#idxchannel",0
"2018-11-05","BUY: MARK, ASII, TLKM, BBRI, BBNI, BBCA, BMRI, ICBP, INCO, ANTM, INKP, UNVR, TINS, JSMR, GGTM, ACES, ADHI, BBTN, BMRI, CPIN, HOKI, INTP, INKP, JPFA, PTPP, SMGR, WSKT, WTON.
For more info http://mncsekuritas.id",0
"2018-11-06","Amplop Jaya pailit, Bank Mandiri (BMRI) akan eksekusi aset http://nasional.kontan.co.id/news/amplop-jaya-pailit-bank-mandiri-bmri-akan-eksekusi-aset… #Pailit",0
"2018-11-06","Saya suka video 
@YouTube
 http://youtu.be/_OoU9K-NfYw?a http://Infosekuritas.com : Laporan Keuangan Bank Mandiri BMRI Kuartal III",0
"2018-11-06","Ini 11 saham yang hot bandar pada penutupan 6 November 2018:
BBCA
BMRI
BJBR
BBRI
BBTN
FIRE
HMSP
SMGR
SCMA
TLKM
WIKA

Untuk konsultasi saham dg Bandarology by AMTA silahkan bergabung di Grup Telegram Free of Charge:

https://goo.gl/U4cjuF

#amta
#amtacharts
#saham
#idx",0
"2018-11-06","Jaman digital gini, mobile bankingnya BMRI masih aja bapuk.
You should be ashamed.

@bankmandiri
 
@mandiricare",0
"2018-11-06","mawantap jojo brand ambassador KPR Milenial BMRI ",0
"2018-11-07","Ini 11 saham yang hot bandar pada penutupan 7 November 2018 :
BBCA
BMRI
BJBR
BBRI
BBTN
FIRE
HMSP
SMGR
SCMA
TLKM
WIKA

Untuk konsultasi saham dg Bandarology by AMTA silahkan bergabung di Grup Telegram Free of Charge:

https://goo.gl/U4cjuF

#amta
#amtacharts
#saham
#idx",0
"2018-11-07","BBRI atau BMRI,cik?",0
"2018-11-07","Top foreign net buy: BBCA, BBRI, ASII, GGRM, BMRI. Top foreign net sell: ERAA, BBNI, BSDE, INDF, SSMS. #DailyReport",-1
"2018-11-08","Berikut rekomendasi teknikal saham INKP, BMRI, dan UNVR hari ini http://investasi.kontan.co.id/news/berikut-rekomendasi-teknikal-saham-inkp-bmri-dan-unvr-hari-ini…",0
"2018-11-08","Ini 9 saham yang hot bandar pada penutupan 8 November 2018 :
BBCA
BMRI
BJBR
BBTN
FIRE
HMSP
SMGR
SCMA
WIKA

Untuk konsultasi saham dg Bandarology by AMTA silahkan bergabung di Grup Telegram Free of Charge:

https://goo.gl/U4cjuF

#amta
#amtacharts
#saham
#idx
#idxchannel",0
"2018-11-08","Nafaraki dakuzhm
Chunka dabi aw pesh mn bmri",1
"2018-11-09","#InfoNews PT Bank Mandiri Tbk (BMRI) menangkap peluang bisnis kartu kredit korporate yang rencananya akan direalisasikan oleh Kementerian Koordinator Perekonomian. https://bit.ly/2qBE55S",0
"2018-11-09","BMRI Harap Produk Bank at Work Penuhi Kebutuhan Pegawai Kemenko Perekonomian https://topbusiness.id/17365/bmri-harap-produk-bank-at-work-penuhi-kebutuhan-pegawai-kemenko-perekonomian.html…",1
"2018-11-09","Top foreign net buy: BBRI, TLKM, BBNI, BMRI, UNTR. Top foreign net sell: BBCA, ADRO, ITMG, INKP, CPIN. #DailyReport",-1
"2018-11-12","Saham BMRI Menguat di Tengah Pelemahan IHSG, Tiga Reksadana Ini Ikut Untung  https://goo.gl/MuYLzJ",1
"2018-11-12","Ini 4 saham yang hot bandar pada penutupan 12 November 2018 :
BMRI
BJBR
ERAA
POOL

Untuk konsultasi saham dg Bandarology by AMTA silahkan bergabung di Grup Telegram Free of Charge:

https://goo.gl/U4cjuF

#amta
#amtacharts
#saham
#idx
#idxchannel",0
"2018-11-12","[BERITA] Saham BMRI Menguat di Tengah Pelemahan IHSG, Tiga Reksadana Ini Ikut Untung - Pada November 2017, saham BMRI berada di level Rp7.050 per saham, pada perdagangan Jumat lalu di Rp7.225 per saham https://ift.tt/2zKVNYR",1
"2018-11-13","Ini 4 saham yang hot bandar pada penutupan 13 November 2018 :
BMRI
BJBR
ERAA
POOL

Untuk konsultasi saham dg Bandarology by AMTA silahkan bergabung di Grup Telegram Free of Charge:

https://goo.gl/U4cjuF

#amta
#amtacharts
#saham
#idx
#idxchannel",0
"2018-11-13","Investment news; Finance sector IDR1,080.63 B (-0.61%)
BBTN: IDR2,220 (-5.53%)
BBRI: IDR3,280 (-1.80%)
BMRI: IDR6,975 (-3.46%)
BBNI: IDR7,600 (-5.00%)
BNLI: IDR460 (-0.43%)
BNGA: IDR885 (-1.67%)
BTPN: IDR3,660 (-2.40%)
BBCA: IDR23,700 (-1.25%)",0
"2018-11-14","Rating Update for Bank Mandiri Persero Tbk PT $BMRI https://sadifanalytics.com/reports/find/BMRI-59341…",0
"2018-11-14","Ini 4 saham yang hot bandar pada penutupan 14 November 2018 :
BMRI
BJBR
ERAA
SCMA

Untuk konsultasi saham dg Bandarology by AMTA silahkan bergabung di Grup Telegram Free of Charge:

https://goo.gl/U4cjuF

#amta
#amtacharts
#saham
#idx
#idxchannel",0
"2018-11-14","IHSG Menguat +1.0%. Sempat  melemah di awal perdagangan, IHSG ditutup rebound -1.0% ke 5,835.  Sektor keuangan dengan saham bank yaitu BBCA, BBRI dan BMRI menjadi  pendorong kenaikan indeks. 
#SuruhGoogleAja #dailyinfo",1
"2018-11-14","#World #Largest Public Companies according to #Forbes (2018):
415. BBRI
489. BMRI
574. BBCA
720. TLKM
903. BBNI
#IDX #JKSE
https://forbes.com/global2000/list/11/#tab:overall…",0
"2018-11-15","Ini 5 saham yang hot bandar pada penutupan 15 November 2018 :
BMRI
BJBR
CTRA
ERAA
TLKM

Untuk konsultasi saham dg Bandarology by AMTA silahkan bergabung di Grup Telegram Free of Charge:

https://goo.gl/U4cjuF

#amta
#amtacharts
#saham
#idx
#idxchannel",0
"2018-11-15","sp 16/11 : 1. asii cpin akra pnlf pnbn giaa. 2. tbig bmri wsbp adhi wskt ptpp wika indf unvr hmsp jsmr smra ssia bksl tlkm aces mncn. 3. bbri bdmn bnga wton mncn inco tins doid asri. + : lsip antm bumi",0
"2018-11-15","Kalo udah gini jangan jauh-jauh dari saham dengan bobot kapitalisasi yang besar, seperti saham sektor perbankan (BBCA, BBRI, BMRI, BBNI), konsumsi (UNVR, ICBP, 
HMSP, GGRM), otomotif (ASII) dan telekomunikasi (TLKM)",0
"2018-11-15","REKOMENDASI Buy!! BMRI
Bank Mandiri kembali mengalami penguatan dan berada di atas MA20 Monthly. Kami merekomendasikan BUY di 6950 - 7025, Target Price 8200, Cut Loss di 6300. #happytrading 
#stocks #stockupdate #signals #trading #investasi",1
"2018-11-16","bmri hari ini kinerjanya jg bagus",1
"2018-11-16","gain intraday 16/11 : bumi 6.5%, wika 4.9%, ptpp 4.6%, wton 4.2%, inco 4.1%, wskt 4%, tlkm 4%, smra 3.9%, aces 3.8%, lsip 3.8%, adhi 3%, bbri 2.9%, jsmr 2.8%, wsbp 2.5%, akra 2.4%, tins 2.3%, bmri 2%, pnbn 1.8%, giaa 1.7%, indf 1.7%, unvr 1.6%, antm 1.5%",0
"2018-11-18","Ini 8 saham yang hot bandar pada penutupan 16 November 2018:
BBCA
BMRI
BJBR
BOSS
CTRA
ERAA
PWON
TLKM

Untuk konsultasi saham dg Bandarology by AMTA silahkan bergabung di Grup Telegram Free of Charge:

https://goo.gl/U4cjuF

#amta
#amtacharts
#saham
#idx
#idxchannel",0
"2018-11-19","Ni yeh bmri ksrt sy 180 wali golden pearl use krni wali Pakistani chirion m pai jti h",0
"2018-11-19","Saham TLKM & BMRI Penekan Utama IHSG di Sesi I, BBLD Melemah Paling Tajam http://bit.ly/2Q1XX0z",0
"2018-11-20","Bank Mandiri (BMRI) tahun depan tambah 50% dana investasi mobile banking http://keuangan.kontan.co.id/news/bank-mandiri-bmri-tahun-depan-tambah-50-dana-investasi-mobile-banking… #bank",0
"2018-11-20","Ini 9 saham yang hot bandar pada penutupan 19 November 2018 :
BBCA
BMRI
BJBR
BOSS
CTRA
ERAA
PWON
TLKM
WSKT

Untuk konsultasi saham dg Bandarology by AMTA silahkan bergabung di Grup Telegram Free of Charge:

https://goo.gl/U4cjuF

#amta
#amtacharts
#saham
#idx
#idxchannel",0
"2018-11-21","Ini 12 saham yang hot bandar pada penutupan 21 November 2018  :
AKRA
BBCA
BMRI
BJBR
BBTN
BSDE
CTRA
ERAA
KLBF
PWON
TLKM
WSKT

Untuk konsultasi saham dg Bandarology by AMTA silahkan bergabung di Grup Telegram Free of Charge:

https://goo.gl/U4cjuF

#amta
#amtacharts
#saham
#idx",0
"2018-11-21","Berita Hari Ini : ELTY Anggarkan Capex Rp300 M, BMRI Serap Obligasi Rp2,99 T  https://goo.gl/2SQR4s",0
"2018-11-21","sp 22/11 : 1. pnlf bnli pnbn wton wika wskt ggrm hmsp indf sido kaef bsde pwon smra excl akra eraa mppa mlpl bmtr. 2. bbni bmri kbli adhi giaa tlkm. S : adro",0
"2018-11-21","Leading Movers: TPIA, BRPT, GGRM, MPRO, PNBN. Lagging Movers: BBRI, BMRI, UNTR, BBCA, ADRO. #MarketReview",0
"2018-11-21","Investor asing mencatatkan net sell pada pasar reguler sebesar Rp 579.6 miliar, dengan Net Sell terbesar pasar reguler dicatatkan oleh saham BMRI, BBNI dan BBRI. #MarketReview",-1
"2018-11-21","Saham BMRI & BBRI Penekan Utama IHSG di Sesi I, MFMI Merosot 24,14% http://bit.ly/2DwsbCd",0
"2018-11-21","loh loh loh
BMRI mbak?",0
"2018-11-21","[BERITA] Berita Hari Ini : ELTY Anggarkan Capex Rp300 M, BMRI Serap Obligasi Rp2,99 T - Perum Perumnas tengah mengembangkan tiga proyek apartemen di kawasan stasiun kereta commuterline (KRL) https://ift.tt/2PKe7fJ",0
"2018-11-21","BUY: ICBP, BBRI, BBCA, BBNI, BMRI, WIKA, ADHI, WSKT, PTPP, WTON, CTRA, SMRA, BSDE, JSMR, MARK, ERAA, CPIN, SMGR.

BOW: ASII, TLKM, BRPT, UNVR, ITMG, PTBA, GGRM, SRIL, ACES.",0
"2018-11-22","Ini 12 saham yang hot bandar pada penutupan 22 November 2018  :
AKRA
BBCA
BMRI
BJBR
BBTN
BSDE
TPIA
CTRA
INDF
SMGR
TLKM
WSKT

Untuk konsultasi saham dg Bandarology by AMTA silahkan bergabung di Grup Telegram Free of Charge:

https://goo.gl/U4cjuF

#amta
#amtacharts
#saham
#idx",0
"2018-11-22","IDX Range.      :  5,911 - 6,002
USD/IDR Range: 14,565 - 14,640

BUY: ICBP, MARK, SRIL, BRPT, CTRA, BSDE, GGRM, INDF, INKP, INTP, TKIM

BOW: TLKM, ASII, BBRI, BBCA, BBNI, BMRI, WIKA, ADHI, WSKT, PTPP, WTON, SMRA, JSMR, ERAA, CPIN, SMGR, UNVR, ITMG, PTBA, ACES.",0
"2018-11-23","Pertama: pasar penuh dengan anomali dan unique event. Ingat AISA yg drop trus naik lagi (skrg bye2)? ASII yg kalian HOLD lama, BMRI yg DULU punya wednesday effect?
Itu bukan hal yg umum;itu anomali. Artinya?",1
"2018-11-23","#terpopuler #news BMRI Masuk 50 Perusahaan Terbuka Terbaik ASEAN via 
@inilahdotcom
 https://ini.la/2493584",0
"2018-11-25","Saham BBNI dan BMRI paling menarik di antara saham-saham pemberat indeks http://investasi.kontan.co.id/news/saham-bbni-dan-bmri-paling-menarik-di-antara-saham-saham-pemberat-indeks… #BursaEfek/BursaSaham",1
"2018-11-26","sp 27/11 : 1. tbig auto masa gjtl bbtn wsbp inkp adhi ptpp acst wton inaf lpck kras asri ppro best bksl eraa. 2. issp giaa cpin mncn. 3. pnlf imas bbri bmri bbca totl aces scma",0
"2018-11-26","BBCA bagus, BBRI bagus, BMRI busted. hadeuuuuhhhh ",1
"2018-11-26","Top foreign net buy: BBCA, TKIM, ITMG, ICBP, HMSP. Top foreign net sell: BBRI, BMRI, KIJA, UNTR, SMGR. #DailyReport",-1
"2018-11-26","(BMRI) telah menandatangani Akta Pengalihan Saham PT Mandiri Axa General Insurance (MAGI) pada 21 November 2018 dihadapan Mala Mukti SH, notaris di Jakarta.
#PansSurabaya 
#Post 
http://iqplus.info/news/stock_news/bmri-mandiri-lepas-40--saham-mandiri-axa-insurance-ka-axa-asia,26165153.html…",0
"2018-11-27","sp 28/11 : 1. bbtn bnli suli roti inaf jsmr nikl ppro. 2. bbri bmri bbca bnga bbni main jpfa aces. 3. silo. + : bjbr bwpt mppa pwon bsde",0
"2018-11-27","Leading Movers: BBRI, BBCA, BBNI, BMRI, ASII. Lagging Movers: TLKM, INKP, HMSP, UNTR, SMGR. #MarketReview",0
"2018-11-27","Profindo Sekuritas: Bursa Global Positif Bagi IHSG, Rekomendasi Saham MASA, HMSP & BMRI http://bit.ly/2DPOwLh",1
"2018-11-27","Investment news; Finance sector IDR1,145.21 B (0.69%)
BBTN: IDR2,590 (2.37%)
BBRI: IDR3,540 (1.72%)
BMRI: IDR7,375 (1.03%)
BBNI: IDR8,425 (0.00%)
BNLI: IDR450 (0.00%)
BNGA: IDR805 (-1.23%)
BTPN: IDR3,590 (-2.97%)
BBCA: IDR25,225 (0.50%)",0
"2018-11-28","BMRI Menguji Level Psikologisnya https://galerisaham.com/bmri-menguji-level-psikologisnya/…",0
"2018-11-28","membuat IHSG ES perkirakan bergerak sideways dalam perdagangan Rabu.

IDX Range.      :  5,967 - 6,038
USD/IDR Range: 14,480 - 14,560

BUY:  BBRI, BBCA, BBNI, BBTN, BMRI, GGRM, ADHI, PTPP, ASII, BSDE, UNVR, ICBP, JSMR,  ACES, CPIN, JPFA, MYOR.",0
"2018-11-28","BBTN ANDI BMRI BBNI BBRI ACES CPIN #saham pantau 28 nov 2018 : IDX: http://youtu.be/UmySDLvdtcE?a via 
@YouTube",0
"2018-11-28","Hasil Scan data penutupan 27-11-2018.
Chart Trend indikator Saham yg menguat.
Secara Teknikal manjadi Acuan Saham Pilihan :
BBRI.BMRI.BBCA.BBNI.
BBTN.BNGA.GGRM.NIKL.
Cukup menarik utk… https://instagram.com/p/BqtGq8kBlzb/?utm_source=ig_twitter_share&igshid=sypufrwiagmo…",1
"2018-11-30","Sinarmas Sekuritas: IHSG Bakal Mixed Menguat, Rekomendasi Saham INDF & BMRI http://market.bisnis.com/read/20181130/189/864934/sinarmas-sekuritas-ihsg-bakal-mixed-menguat-rekomendasi-saham-indf-bmri?utm_source=dlvr.it&utm_medium=twitter…",0
"2018-12-03","Ma av followers bo chne haka waxti bmri kas nayit sar gora ta.",0
"2018-12-03","BMRI 
Spec Buy dengan support di 7325, cutloss jika break di bawah 7250. Jika tidak break di bawah 7325 potensi naik ke 7500-7650 short term.",1
"2018-12-03","Investment news; Finance sector IDR1,165.94 B
BBTN: IDR2,670 (-1.48%)
BBRI: IDR3,620 (-2.43%)
BMRI: IDR7,400 (-3.27%)
BBNI: IDR8,500 (-3.13%)
BNLI: IDR454 (0.44%)
BNGA: IDR895 (-1.65%)
BTPN: IDR3,560 (-0.56%)
BBCA: IDR26,050 (-0.57%)",0
"2018-12-03","[BERITA] Berita Hari Ini : Penjualan Emas ANTM Naik 94%, Harga Minyak Global Amblas 22% - TBIG akuisisi 51 persen saham GOLD, MIRA catat pendapatan naik 12,7 persen, BMRI & Taspen suntik modal Bank Mantap https://ift.tt/2rfruFM",1
"2018-12-04","Investment news; Finance sector IDR1,186.74 B (0.86%)
BBTN: IDR2,790 (4.49%)
BBRI: IDR3,690 (1.93%)
BMRI: IDR7,600 (2.70%)
BBNI: IDR8,750 (2.94%)
BNLI: IDR454 (0.00%)
BNGA: IDR940 (5.03%)
BTPN: IDR3,490 (-1.97%)
BBCA: IDR25,800 (-0.96%)",0
"2018-12-05","1/2 #BMRI mulai naikan suku bunga kredit
PT Bank Mandiri Tbk (BMRI) mulai menaikkan suku bunga kredit konsumsi, khususnya kredit pemilikan rumah pada tahun depan.",1
"2018-12-05","Top foreign net buy: UNTR, BBCA, UNVR, TLKM, BBNI. Top foreign net sell: GGRM, CPIN, ADRO, ITMG, BMRI. #DailyReport",-1
"2018-12-06","Top foreign net buy: INTP, JPFA, LPPF, MAIN, ICBP. Top foreign net sell: BBRI, BBCA, BMRI, BBNI, ASII. #DailyReport",-1
"2018-12-06","Investor asing mencatatkan net sell pada pasar reguler sebesar Rp 395,9 miliar, dengan Net Sell terbesar pasar reguler dicatatkan oleh saham ASII, BBNI dan BMRI. #MarketReview",-1
"2018-12-07","Top foreign net buy: PGAS, PTBA, INDF, GGRM, INTP. Top foreign net sell: ASII, BBNI, BMRI, TLKM, UNTR. #DailyReport",-1
"2018-12-07","e xo pyawakish ba kayfi xoy jlki labar bka u qsa bka u bgare u bsure 7ayay daban la wllataki dazhin agar atu ba kayfi wan nazhi lakn wan bmri bashtra etr ch dakain ",0
"2018-12-07","Wah mantap pelayanan Bank Mandiri Fast Respon, gak heran saham BMRI banyak disimpan investor. Good Job ! ",0
"2018-12-10","BMRI, ASII, dan KLBF jadi pendorong terbesar IHSG ke zona merah http://investasi.kontan.co.id/news/bmri-asii-dan-klbf-jadi-pendorong-terbesar-ihsg-ke-zona-merah… #IHSG",0
"2018-12-10","IDX Range.      :  6,059 - 6,151
USD/IDR Range: 14,440 - 14,540

BUY: GGRM, WSKT, SMRA, UNTR, PTPP, CTRA, ASII, WIKA, BSDE, SRIL, ADHI, ACES, BMRI, CPIN, HOKI, INDF, INTP, PPRO, TINS.",0
"2018-12-10","Investment news: Finance sector IDR1,163.29 B (-0.41%)
BBTN: IDR2,740 (0.00%)
BBRI: IDR3,620 (-0.82%)
BMRI: IDR7,500 (0.33%)
BBNI: IDR8,575 (-0.87%)
BNLI: IDR476 (2.59%)
BNGA: IDR885 (-1.67%)
BTPN: IDR3,480 (0.87%)
BBCA: IDR25,950 (-1.33%)",0
"2018-12-11","Top foreign net buy: BBNI, UNTR, TKIM, JSMR, LPPF. Top foreign net sell: BBCA, TLKM, ASII, BMRI, WSKT. #DailyReport",-1
"2018-12-11","Investment news; Finance sector IDR1,163.89 B (0.07%)
BBTN: IDR2,680 (-2.19%)
BBRI: IDR3,610 (-0.28%)
BMRI: IDR7,425 (-1.00%)
BBNI: IDR8,575 (0.00%)
BNLI: IDR470 (-1.26%)
BNGA: IDR890 (0.56%)
BTPN: IDR3,460 (-0.57%)
BBCA: IDR25,900 (-0.19%)",0
"2018-12-11","[BERITA] Ada Indikasi Datangnya Resesi di AS, IHSG Berpotensi Melemah atau Rebound? - Lima saham yang terbanyak dilepas asing yakni BBCA, TLKM, ASII, BMRI dan WSKT https://ift.tt/2L9VbS7",1
"2018-12-12","BUY:               BRPT, ITMG, PTBA, BBRI, SRIL, MARK,  AALI, ACES, ANTM, BMRI,         ERAA,       INDF, TINS. (Dr ES Cand.,CSA®.,CIB®-MNC Sek/Disc On).     For     more  info",0
"2018-12-13","#EmitenNews Bank Mandiri Tbk (BMRI) siapkan dana Rp 13,73T utk cukupi kebutuhan masyarakat dalam rangka perayaan Hari Raya Natal 2018 & Tahun Baru 2019",1
"2018-12-13","Leading Movers: BMRI, TLKM, ASII, CPIN, BBRI. Lagging Movers: HMSP, MEGA, INPP, DSSA, TPIA. #MarketReview",0
"2018-12-13","Top foreign net buy: PTBA, LPPF, TKIM, SCMA, HMSP. Top foreign net sell: BBCA, TLKM, BBNI, BMRI, ADRO. #DailyReport",-1
"2018-12-13","sp 14/12 : 1. inkp kaef asii lpkr tbig inco adro hrum ptro tram giaa kija bksl tlkm 2. bolt bjbr bmri bdmn bbni wsbp totl kino bwpt pwon apln ssia. 3. auto mpmx acst ggrm tbla klbf bsde jsmr smdr asri smra best cpin main akra rimo mppa",0
"2018-12-13","Saham-saham top gainer LQ45 hari ini $INKP $PTBA $INCO $BJBR $BMRI $TLKM & $INDF",0
"2018-12-13","menjadi  penopang   kredit BMRI  tahun 2019   masih sama dengan tahun  ini  yakni  korporasi   besar, mikro  dan   konsumer.",0
"2018-12-13","surat  berharga  sekitar 12%  YoY.  Sementara dari  sisi   NPL,  BMRI mematok  target di  kisaran 2,7%   secara gross, lebih  rendah    dibanding prognosa  tahun  2018  sebesar   2,9%. Untuk tahun 2018  akhir  ini   BMRI  memprediksi  kredit masih   tumbuh 13% dan yang akan",1
"2018-12-13","hingga A$ 226,41 juta untuk akuisisi  tersebut. Usai    transaksi  ini,   Kangaroo Resources akan delisting  dari Bursa Efek    Australia  (ASX). 

PT   Bank Mandiri  (BMRI). Perseroan     mengatakan tahun 2019 pertumbuhan   kredit secara  bank only  diprediksi    sekitar 11,5% &",1
"2018-12-13","Pertumbuhan Laba  10 Bank Besar Di Bulan Oktober 2018 Melambat. Berdasarkan laporan  keuangan bulanan Oktober 2018 yang belum diaudit  sebanyak 10 bank besar  yakni: BBRI, BMRI, BBCA, BBNI, BBTN, BNGA, PNBN,  NISP, BNII dan BNLI  mencatat realisasi laba bersih",0
"2018-12-14","Saham BMRI & SMGR Bebani IHSG Sesi I, HDTX Terlemah http://bit.ly/2QQblFf",0
"2018-12-14","BMRI Bidik Kredit Tumbuh di Tengah Tren Kenaikan Bunga, Ini Prospek Sahamnya  https://goo.gl/mbqz5P",1
"2018-12-14","[BERITA] BMRI Bidik Kredit Tumbuh di Tengah Tren Kenaikan Bunga, Ini Prospek Sahamnya - Saham BMRI mengindikasikan sinyal kenaikan di target harga terdekat Rp8.125 https://ift.tt/2SPDPwp",1
"2018-12-14","BUY:    TLKM, PTBA, ITMG, ADRO, HRUM, SMRA, BBNI, BBRI, BMRI, JSMR,      UNVR,   ASII,   BSDE, GGRM, ICBP, CPIN, JPFA, GOOD, INCO, INDF,      INKP, PGAS,        TINS,  WEGE.  (Dr ES Cand.,CSA®.,CIB®-MNC Sek/Disc      On). For  more     info",0
"2018-12-14","Beberapa saham yang perlu diperhatikan hari ini :

Swing Trade : AGRO ASII BBNI BIPI BJBR BWPT GIAA INCO INKP JRPT SMSM 
Fast Trade  :  KAEF TRAM WEGE GIAA DEAL DMAS CPIN BEST RIMO INKP DFAM PTBA INCO MGRO BPTS SMRA BIPI SSIA BJBR JTPE HRUM JRPT TAMU PWON MAIN BMRI",0
